title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,655668,"DK, FI, NO, SE"
"Harry Potter and the Sorcerer's Stone",movie,"Adventure, Family, Fantasy",2001,tt0241527,7.6,878662,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Harry Potter and the Chamber of Secrets",movie,"Adventure, Family, Fantasy",2002,tt0295297,7.4,709530,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Harry Potter and the Prisoner of Azkaban",movie,"Adventure, Family, Fantasy",2004,tt0304141,7.9,709548,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Harry Potter and the Goblet of Fire",movie,"Adventure, Family, Fantasy",2005,tt0330373,7.7,698166,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Harry Potter and the Order of the Phoenix",movie,"Action, Adventure, Family",2007,tt0373889,7.5,648820,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Pulp Fiction",movie,"Crime, Drama",1994,tt0110912,8.9,2274202,AD
Contact,movie,"Drama, Mystery, Sci-Fi",1997,tt0118884,7.5,298546,"BE, FR, MC"
"The Bridges of Madison County",movie,"Drama, Romance",1995,tt0112579,7.6,90931,"AD, BE, ES, FR, MC, PT"
"The Shining",movie,"Drama, Horror",1980,tt0081505,8.4,1137500,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"Top Gun",movie,"Action, Drama",1986,tt0092099,6.9,515309,"AD, ES, PT"
"The Sixth Sense",movie,"Drama, Mystery, Thriller",1999,tt0167404,8.2,1076242,US
"V for Vendetta",movie,"Action, Drama, Sci-Fi",2005,tt0434409,8.1,1196789,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Evil Dead",movie,Horror,1981,tt0083907,7.4,238788,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Harry Potter and the Half-Blood Prince",movie,"Action, Adventure, Family",2009,tt0417741,7.6,610699,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1289227,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Gone with the Wind",movie,"Drama, Romance, War",1939,tt0031381,8.2,339694,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"The Passion of Joan of Arc",movie,"Biography, Drama, History",1928,tt0019254,8.1,62442,US
Gattaca,movie,"Drama, Sci-Fi, Thriller",1997,tt0119177,7.7,329722,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Kolya,movie,"Comedy, Drama, Music",1996,tt0116790,7.7,16408,"CZ, SK"
Platoon,movie,"Drama, War",1986,tt0091763,8.1,447253,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Se7en,movie,"Crime, Drama, Mystery",1995,tt0114369,8.6,1850524,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
Shrek,movie,"Adventure, Animation, Comedy",2001,tt0126029,7.9,753579,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek 2",movie,"Adventure, Animation, Comedy",2004,tt0298148,7.4,517376,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek the Third",movie,"Adventure, Animation, Comedy",2007,tt0413267,6.1,339552,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Austin Powers: The Spy Who Shagged Me",movie,"Action, Adventure, Comedy",1999,tt0145660,6.7,253006,"AD, ES"
"Austin Powers in Goldmember",movie,"Action, Adventure, Comedy",2002,tt0295178,6.2,226262,"AD, ES"
Diabolique,movie,"Crime, Drama, Horror",1955,tt0046911,8.1,70555,US
"Umberto D.",movie,Drama,1952,tt0045274,8.2,28872,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
Duel,movie,"Action, Thriller",1971,tt0067023,7.6,80637,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Close Encounters of the Third Kind",movie,"Drama, Sci-Fi",1977,tt0075860,7.6,221626,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"In the Mood for Love",movie,"Drama, Romance",2000,tt0118694,8.1,171487,US
"The Mask",movie,"Action, Comedy, Crime",1994,tt0110475,7,433975,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Black Hawk Down",movie,"Action, Drama, History",2001,tt0265086,7.7,431465,PL
"Sleepless in Seattle",movie,"Comedy, Drama, Romance",1993,tt0108160,6.8,194370,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dangerous Liaisons",movie,"Drama, Romance",1988,tt0094947,7.5,76395,"BE, FR, MC, PT"
"Singin' in the Rain",movie,"Comedy, Musical, Romance",1952,tt0045152,8.3,266242,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"The Color Purple",movie,Drama,1985,tt0088939,7.7,99147,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"A Few Good Men",movie,"Drama, Thriller",1992,tt0104257,7.7,294993,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"All the President's Men",movie,"Drama, History, Thriller",1976,tt0074119,7.9,128798,"BE, DK, FI, FR, MC, NL, NO, SE"
"Cool Hand Luke",movie,"Crime, Drama",1967,tt0061512,8,191720,"BE, FR, MC"
"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,28969,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.8,102383,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Bullitt,movie,"Action, Crime, Thriller",1968,tt0062765,7.4,77396,"BE, FR, MC"
"Dawn of the Dead",movie,"Action, Horror",2004,tt0363547,7.2,277711,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Gremlins,movie,"Comedy, Fantasy, Horror",1984,tt0087363,7.3,254277,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Gremlins 2: The New Batch",movie,"Comedy, Fantasy, Horror",1990,tt0099700,6.4,115027,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998,tt0120685,5.4,206572,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",movie,"Comedy, War",1964,tt0057012,8.3,528051,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lethal Weapon",movie,"Action, Crime, Thriller",1987,tt0093409,7.6,281669,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 2",movie,"Action, Crime, Thriller",1989,tt0097733,7.3,192452,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 3",movie,"Action, Crime, Thriller",1992,tt0104714,6.7,181445,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 4",movie,"Action, Crime, Thriller",1998,tt0122151,6.6,174592,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,447566,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mission: Impossible",movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,479182,"AD, DK, ES, FI, NO, PT, SE"
"Mission: Impossible II",movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,384333,"AD, DK, ES, FI, NO, PT"
"Mission: Impossible III",movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,397002,"AD, DK, ES, FI, NO, PT"
Spartacus,movie,"Adventure, Biography, Drama",1960,tt0054331,7.9,145659,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dog Day Afternoon",movie,"Biography, Crime, Drama",1975,tt0072890,8,277777,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Seven Years in Tibet",movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,158949,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dirty Harry",movie,"Action, Crime, Thriller",1971,tt0066999,7.7,171816,"AD, BE, DK, ES, FI, FR, MC, NO, PT, SE, US"
"Mulholland Drive",movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,392045,"FR, MC"
Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23613,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Prestige",movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1475591,"AD, BE, BG, CZ, DK, ES, FI, FR, HU, MC, MD, NO, PL, RO, SE, SK"
"The Remains of the Day",movie,"Drama, Romance",1993,tt0107943,7.8,86824,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Letters from Iwo Jima",movie,"Action, Adventure, Drama",2006,tt0498380,7.8,171916,"BE, FR, MC"
"Street Kings",movie,"Action, Crime, Thriller",2008,tt0421073,6.8,122569,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
300,movie,"Action, Drama",2006,tt0416449,7.6,877553,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Blood Diamond",movie,"Adventure, Drama, Thriller",2006,tt0450259,8,596959,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Stalker,movie,"Drama, Sci-Fi",1979,tt0079944,8,147940,"DK, FI, NO, SE, US"
"The Pursuit of Happyness",movie,"Biography, Drama",2006,tt0454921,8,575954,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Departed",movie,"Crime, Drama, Thriller",2006,tt0407887,8.5,1452179,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Once Upon a Time in Mexico",movie,"Action, Crime, Thriller",2003,tt0285823,6.3,171626,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Little Children",movie,"Drama, Romance",2006,tt0404203,7.5,118235,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman Returns",movie,"Action, Adventure, Sci-Fi",2006,tt0348150,6.1,293616,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Hellboy,movie,"Action, Adventure, Fantasy",2004,tt0167190,6.9,356610,"BA, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Miss Congeniality",movie,"Action, Comedy, Crime",2000,tt0212346,6.3,235436,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,tt0099582,6.6,95111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Rope,movie,"Crime, Drama, Mystery",1948,tt0040746,7.9,157544,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"What's Eating Gilbert Grape",movie,Drama,1993,tt0108550,7.7,258205,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Nowhere in Africa",movie,"Biography, Drama, History",2001,tt0161860,7.5,14252,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mississippi Burning",movie,"Crime, Drama, Mystery",1988,tt0095647,7.8,114024,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Free Willy",movie,"Adventure, Drama, Family",1993,tt0106965,6,84614,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Island",movie,"Action, Sci-Fi, Thriller",2005,tt0399201,6.8,331395,"BE, FR, MC"
"The Dirty Dozen",movie,"Action, Adventure, War",1967,tt0061578,7.7,80560,"BE, FR, MC"
"Last Days",movie,"Drama, Music",2005,tt0403217,5.7,24036,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Ray,movie,"Biography, Drama, Music",2004,tt0350258,7.7,159293,"BE, FR, MC"
"The Reaping",movie,"Horror, Thriller",2007,tt0444682,5.6,45019,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Hostel,movie,Horror,2005,tt0450278,5.9,194800,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Hostel: Part II",movie,Horror,2007,tt0498353,5.5,97777,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Anatomy,movie,"Horror, Thriller",2000,tt0187696,6,14216,"FR, MC"
Copycat,movie,"Drama, Mystery, Thriller",1995,tt0112722,6.6,67915,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Giant,movie,"Drama, Western",1956,tt0049261,7.6,43021,"BE, FR, MC"
"The Mummy Returns",movie,"Action, Adventure, Fantasy",2001,tt0209163,6.4,352157,"BE, FR, MC"
"The Mummy: Tomb of the Dragon Emperor",movie,"Action, Adventure, Fantasy",2008,tt0859163,5.2,173285,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Piano Teacher",movie,"Drama, Music",2001,tt0254686,7.5,74027,US
Elephant,movie,"Crime, Drama, Thriller",2003,tt0363589,7.1,98957,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Velvet Goldmine",movie,"Drama, Music",1998,tt0120879,6.9,38804,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Devil's Advocate",movie,"Drama, Fantasy, Mystery",1997,tt0118971,7.5,412223,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"50 First Dates",movie,"Comedy, Drama, Romance",2004,tt0343660,6.8,390397,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Karate Kid",movie,"Action, Drama, Family",1984,tt0087538,7.3,251826,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Marie Antoinette",movie,"Biography, Drama, History",2006,tt0422720,6.5,124846,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Don Juan DeMarco",movie,"Comedy, Drama, Romance",1994,tt0112883,6.7,53850,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Twin Peaks: Fire Walk with Me",movie,"Drama, Horror, Mystery",1992,tt0105665,7.3,107792,"DK, FI, NO, SE, US"
Superman,movie,"Action, Adventure, Sci-Fi",1978,tt0078346,7.4,191364,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,282333,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Amazing Spider-Man",movie,"Action, Adventure, Sci-Fi",2012,tt0948470,6.9,717959,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Stomp the Yard",movie,"Drama, Music, Romance",2007,tt0775539,5.4,26631,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,617469,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Butterfly Effect",movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,530890,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"8 Women",movie,"Comedy, Crime, Musical",2002,tt0283832,7,34816,"FR, MC"
"The Grudge",movie,"Horror, Mystery, Thriller",2004,tt0391198,5.9,152970,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Lara Croft: Tomb Raider",movie,"Action, Adventure, Fantasy",2001,tt0146316,5.8,221866,"AD, ES"
"The Diving Bell and the Butterfly",movie,"Biography, Drama",2007,tt0401383,8,111055,"BE, FR, MC"
"Mr. Deeds",movie,"Comedy, Romance",2002,tt0280590,5.8,155522,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Patriot",movie,"Action, Drama, History",2000,tt0187393,7.2,299065,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Training Day",movie,"Crime, Drama, Thriller",2001,tt0139654,7.8,484169,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"The Lake House",movie,"Drama, Fantasy, Romance",2006,tt0410297,6.8,159666,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Romeo Must Die",movie,"Action, Crime, Thriller",2000,tt0165929,6.1,74522,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Rush Hour",movie,"Action, Comedy, Crime",1998,tt0120812,7,302885,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Payback,movie,"Action, Crime, Drama",1999,tt0120784,7.1,148028,"BE, FR, MC"
"Hostile Waters",movie,"Comedy, Crime, Drama",1997,tt0119320,6.3,2278,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Perfect Storm",movie,"Action, Adventure, Drama",2000,tt0177971,6.5,181278,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Stargate,movie,"Action, Adventure, Sci-Fi",1994,tt0111282,7,209226,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Glass House",movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,40621,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Death at a Funeral",movie,Comedy,2007,tt0795368,7.3,122966,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Capturing the Friedmans",movie,"Biography, Crime, Documentary",2003,tt0342172,7.6,27596,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Golden Compass",movie,"Adventure, Family, Fantasy",2007,tt0385752,6.1,198727,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
